short_content,true_category,predicted_category,confidence,second_predicted_category,second_confidence,top2_margin,is_correct,agent_decision,assigned_route,needs_human_review,agent_explanation
"Gozluk alırken mutlaka garanti belgesine bakılmalı Diyarbakır da optik işiyle uğraşan Ercan Bozkurt, imitasyon gözlükle orijinal gözlüğü ayırt etmenin çok zor olduğunu belirterek, 100 TL nin altında güneş gözlüklerine şüpheyle bakılması ve gözlük alırken mutlaka garanti belgesine bakılmasının gerektiğine dikkat çekti DİYARBAKIR in Sur ilçesinde optik işiyle uğraşan Ercan Bozkurt, güneş ışınlarının",ekonomi,sağlık,0.9822904467582704,ekonomi,0.0090989032760262,0.973191543482244,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"HAVUZ KIZLARI Gizem Özdilli ve Fatoş Kabasakal, 22 Temmuz da Kilyos High Beach te düzenlenecek Fashionable Pool Party de DJ lik yapacak. İkili, Selim Akar ın organize ettiği partinin tanıtımı için geçtiğimiz günlerde denizkızı kostümleriyle Güneş Kazdal a poz verdi. Gizem k Özdillı",kültürsanat,magazin,0.996610701084137,kültürsanat,0.0026767856907099,0.993933915393427,False,Otomatik yönlendirme,Magazin editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Magazin editör masası birimine yönlendirildi.
"Spor Genel Müdürlüğü yapım ihalesi sona erdi NECMETTİN KURUCU SPOR Genel Müdürlüğü 2015 174029 ihale numarasıyla ihaleye çıkarttığı yapım ihalesini açık ihale usulü ile gerçekleştirdi.Ankara Gençlik Hizmetleri ve Spor İl Müdürlüğü 19 Mayıs Spor Kopleksi ulus Altındağ ANKARA adresinde gerçekleşen ihaleye on yedi firma teklif verdi.Kısmi teklifin verilemediği ihalede, yerli malı teklif eden istekli ",spor,ekonomi,0.9969698786735536,spor,0.0011012650793418,0.9958686135942116,False,Otomatik yönlendirme,Ekonomi haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Ekonomi haberleri editör masası birimine yönlendirildi.
"RESORT ün otel değerlendirme siteleri yazısı tez konusu oldu RESOgT Dergisi nin 106 ncı sayısındaki Değerlendirme siteleri şans mı tehlike mi? araştırması 7. Lisansüstü Turizm Öğrencileri Araştırma Kongresi nin disiplinlerarası bölümüne tez konusu oldu. Konaklama İşletmeleri Yöneticilerinin Otel Değerlendirme Sitelerine Yönelik Tutumları başlıklı tez çalışması, en iyi bildiri ödülü ne layık görüld",ekonomi,kültürsanat,0.9276718497276306,ekonomi,0.0275362636893987,0.9001355860382318,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Doğum Gününü Dostlarıyla Kutladı Antalya nın sevilen seslerinde Sefa, doğum gününü Eski Lara Yolu üzerinde ki Park Meyhane de kutladı. Kalabalık bir grup ile doğum gününü kutlayan Sefa Bey in doğum günü pastasının üzerine yazılan espri dikkatlerimizden kaçmadı",kültürsanat,magazin,0.9423075914382936,kültürsanat,0.0560115166008472,0.8862960748374462,False,Otomatik yönlendirme,Magazin editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Magazin editör masası birimine yönlendirildi.
"Putin nükleer denizaloyı denize indirdi I ÎR-:usya Devlet Başkanı Vladimir Putin kuzey Rusya Severodvinsk limanında Borei-A sınıf nükleer denizaltı Knyaz Vladimir in denize indiriliş törenine katıldı. Denizaltının üzerine geminin ismi ve özelliklerinin yer aldığı plakayı monte eden Putin, nükleer denizaluya şans diledi ve üretiminde emeği geçen çalışanlan kutladı. 2020ye kadar sekiz adet Borei sın",gündem,dünya,0.9831498265266418,gündem,0.014590810984373,0.9685590155422688,False,Otomatik yönlendirme,Dünya haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Dünya haberleri editör masası birimine yönlendirildi.
"r#t ip Pool Bistro da bir araya gelen yakın arkadaşlar İsmet, Fazıl, Onur ve Aslı eğlence dolu bir geceyi bir arada geçirdiler. Neşeli olduklan görülen arkadaşların masasından kahkaha hiç eksik olmazken, objektiflerimize renkli kostümlerle poz vererek hatıra fotoğrafi çektirmeyi ihmal etmediler.",kültürsanat,magazin,0.996029496192932,kültürsanat,0.0032571596093475,0.9927723365835844,False,Otomatik yönlendirme,Magazin editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Magazin editör masası birimine yönlendirildi.
"Senaryo yazarlarına yazılım Günsu UYANIK ? Senaryo yazarları için Türkiye de geliştirilen ilk senarist editör yazılımı Seneditk, 4 Nisan günü İletişim Bilimleri Fakültesinde düzenlenen etkinlikle tanıtıldı. Programı tanıtan Atilla Akkaş Bu program, Anadolu Üniversitesi Sinema ve Televizyon Bölümü tarafından da kullanılmaya karar verildi. Bu program 26 öğretim elemanı ve 50 öğrenci için bilgisayarl",kültürsanat,eğitim,0.984326183795929,kültürsanat,0.0075941677205264,0.9767320160754024,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"TSassssI gg sssasss Ot festivali ünlülerin yeme alışkanlıklarını da ortaya çıkardı. Ege otlarını seven ünlü isimler hafta sonunu Alacatı da geçirdi KAHRAM DURAK Yeni Asır Kadın Dünyası standı da ilgigördü. Bugünkü etkinlik ü YIL 6 ncısı düzenlenen Alacat ı . Ot Festivali ünlü isimlerin de ilgisini çekmeyi başardı. Türkiye nin birçok tanınmış ismi l adeta akın etti. Gamze Özçelik, Saba Tüı ğa Rutka",kültürsanat,magazin,0.9964336156845092,kültürsanat,0.0028785434551537,0.9935550722293556,False,Otomatik yönlendirme,Magazin editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Magazin editör masası birimine yönlendirildi.
"Aktif Eğitimciler İftar yemeğinde buluştu Aktif Eğitimciler Sendikası Eskişehir İl temsilciliği üyeleri aileleriyle birlikte iftarda buluştu. Programa 65 aile katıldı.İl temsilcisi Murat GÜRCAN iftar programına katılan üyelere, eşlerine ve çocuklarına teşriflerinden dolayı teşekkür etti.Bu iftar ailelerin tanışması .kaynaşması adına inşallah gelenekselleşir.Herkesi potansiyel üye olarak gördüğümüz",siyaset,eğitim,0.9799684286117554,siyaset,0.0180846694856882,0.9618837591260672,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"bagiK r r Sağlık alanında yapılan küçük teknolojik cihazlar, hayatımıza kocaman yararlar sağlayabiliyor. Sizlere bu küçük ama dikkat çekici ürünlerden bazılarını sunuyoruz. I Ir Sağlıklı yaşamı destekleyen spor uygulamaları ya da akıllı cihazlardan daha önce bahsetmiştik. Konu sağlık olunca olay sadece sporda bitmiyor tabii ki. Hijyen yiyip içtiğiniz şeylerin içeriği, kan değerleri, organların doğ",teknoloji,sağlık,0.9968494772911072,teknoloji,0.0022371667437255,0.9946123105473816,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"Suriyeli Öğretmenler Demirtaş la görüştü İslahiye ilçesinde çadır kentteki okulda görev yapan Suriyeli bir grup öğretmen, İlçe Milli Eğitim Müdürü Halil İbrahim Demirtaş ı ziyaret etti. Suriyeli çocukların eğitim gördüğü okul müdürü Abdulhalık Baradey ve beraberindeki bir grup öğretmen, 24 Kasım Öğretmenler Günü nedeniyle İlçe Milli Eğitim Müdürü Halil İbrahim Demirtaş ı ziyaret etti, çiçek sundu.",eğitim,dünya,0.9768150448799132,siyaset,0.0137669593095779,0.9630480855703354,False,Otomatik yönlendirme,Dünya haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Dünya haberleri editör masası birimine yönlendirildi.
"Girandola dan Mevsimsel Dondurmalar... Girandola, Bodrum mandalina, tarçın elma, bitter, naneli after eıght, karpuzlu, yoğurtlu, bal kabağı gibi her sezon mevsimine özel ev yapımı doğal dondurmalarıyla dikkat çekiyor. Mekana girdiğiniz anda enfes dondurma ve cıvıl cıvıl görüntüsüyle yazı yaşatan Girandola, yediden yetmişe herkesin vazgeçilmez tercihi oluyor. Ünlü İtalyan dondurmacısı Girandola, fa",magazin,kültürsanat,0.9977647066116332,magazin,0.0014281853800639,0.9963365212315692,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"1 dakikada Boğaziçi ?İH Boğaziçi Üniversitesi Facebook sayfası üzerinden bir yarışma daha başlattı. Peki sence neden Boğaziçi en iyisi? sorusunun 1 dakikalık videoyla anlatılması isteniyor. Çağrı şöyle: Eğer sen de Boğaziçi nin en iyisi olduğunu düşünüyorsan; Aşık olduğun, çimlerinde yattığın, manzarada hayat bulduğun, kedileriyle arkadaş olduğun, çocuk olduğun, genç olduğun, öğrenci olduğun, ağla",kültürsanat,eğitim,0.9624082446098328,kültürsanat,0.0258105732500553,0.9365976713597776,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"ğ! a ı&tf beşinci durak: Dünyaya yayılmış, Türkiye kökenli ilk ve tek Yoga merkezi olan Yoga Academy, Gerçek Yoga nın tek adresi ve Türkiye nin gururudur! Yoga Academy Cihangir, Avrupa ve İstanbul un kalbinde insanlığa hizmet için kurulmuştur. Amacımız Orijinal Yoga Sistemi tekniklerini topluma sunabilmek ve insanlığın içindeki koşulsuz sevgiyi uyandırabilmektir. Yosa Academy Cihansir Merkez de, O",eğitim,sağlık,0.99899822473526,kültürsanat,0.000345910229953,0.998652314505307,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"ORNITO Günlük Mizah Sayfası Ekimiz KAMPÜS ü İstemeyi Unutmayınız! Mmgİ KILAVUZ HOCAMIZ KARGA İBRAHAM Kılavuzu karga olanın burnu boktan kurtulmaz! lafı büyük bir yalandır. Zerre Tozparçası (yaş 25): Hocam, 2 yıllık normal Halkla İlişkiler bölümünü bitirdim ve Açıköğretim İşletme 3. sınıfa geçiş yaptım, şu an açıktan İşletme okuyorum. Halkla İlişkiler mezunu olduğumda diploma almış idim, ee şimdi a",siyaset,eğitim,0.9983730316162108,kültürsanat,0.0006369554903358,0.9977360761258752,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"Moda sokağına ilgi artıyor ANKARA Kızılay da bu yıl Haziran ayında açılışı yapılan Moda Sokağı na ilgi artıyor. Yıllardır boş olan Kızılay daki ünlü gökdelenin (Kahramanlar İş Merkezi) altında hizmete açılan Moda Sokağı yetkilileri ve esnafıyla Ticari Hayat gazetesi olarak konuştuk. İçinde outlet alışveriş, yöresel ürünler, kafeler ve sokak mağazalarının yer aldığı Ankara nın ilk sokak konseptli m",ekonomi,kültürsanat,0.9983925223350524,ekonomi,0.0005556782125495,0.997836844122503,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Ritmi hissediyor musun? Müzik neden bazı insanları harekete geçirir de bazıları için bir şey ifade etmez? Kimisi cool caz dinleyerek gevşemeyi tercih eder, kimisi de sert tekno ritimleriyle kendinden geçmeyi. Bir başkasının ise bir klasik müzik konserinde aldığı keyifle sırtından aşağı hoş bir ürperti iner. Bazısı için bir işkence olabilir ama arabesk de pek çok kişiye ilham verir! Müziğin etkilem",kültürsanat,sağlık,0.9783066511154176,kültürsanat,0.0163338016718626,0.9619728494435548,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"Strese çare MISIR Okul başladı, dersler tam gaz gidiyor. Bir yandan aile özlemi, bir yandan sevgiliyle tartışmalar derken hayatınızdaki stres oranı da hızla aratabilir. Ancak panik yapmayın uzmanlar strese çarenin mısır olduğunu belirtiyor. Mısır, stresi azaltıp enerji veriyor, hafızayı güçlendiriyor. Diğer yandan B1, B3, B5, C, patotonik asit vitamini, folat, niasin vitaminini ile fosfor ve magne",kültürsanat,sağlık,0.9983400106430054,kültürsanat,0.0006159777403809,0.9977240329026243,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"Yeni Türkiye den aforizmalar! Dün dündür, bugün bugündür, yarını düşünmek bile istemiyorum. YENİLEN MİLLETVEKİLİ dayağa doymazmış. Bedava sarılma ya her zamankinden çok ihtiyaç duyduğumuz... Gülse Birsel gbirsel@hurriyet,aorntr Biraz zamana uyun, yeniliğe, gelişime ayak uydurun yav, Bildiklerinizi unutun sayın vatandaşlar. Siyaset, Meclis, sokaklar, memleket eskisi gibi değil. Buyrun size geçerlil",dünya,siyaset,0.9993070363998412,kültürsanat,0.0002383198443567,0.9990687165554846,False,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"YÖK öğrencilerle kültür sanatta buluşacak YÖK, sık sık protestolarına maruz kaldığı öğrencilerle daha özgür ortamda buluşabilmek için üniversitelerde Kültür-Sanat Söyleşileri düzenleyecek YÜKSEKÖĞRETİM Kurulu (YÖK), sık sık protestolarına maruz kaldığı öğrencilerle daha özgür ortamda buluşabilmek için üniversitelerde Kültür-Sanat Söyleşileri düzenleyecek. YÖK yetkilerinden alman bilgiye göre, kamu",eğitim,kültürsanat,0.9918319582939148,eğitim,0.0052210050635039,0.9866109532304108,False,Otomatik yönlendirme,Kültür-sanat editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Kültür-sanat editör masası birimine yönlendirildi.
"Kayserililerin katkı gösterdiği bir yurt oldu Mavi Marmara olayında şehit olan Furkan Doğan ın ismi verilen ve yaklaşık 7 milyon TL ye mal olan 300 öğrenci kapasiteli Şehit Furkan Doğan Öğrenci Yurdu, S yıldızlı otel konforunda verdiği hizmet ile öğrencilerin en çok tercih ettiği yurt oldu. MAVİ MARMARA DAKI OLAYDAN SONRA KENDİSİ ADİNA BÖYLE BİR İNŞAAT YAPILMASI UYGUN GÖRÜLDÜ ilim Yayma Cemiyeti B",siyaset,eğitim,0.9987545013427734,siyaset,0.0005658324225805,0.9981886689201928,False,Otomatik yönlendirme,Eğitim haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Eğitim haberleri editör masası birimine yönlendirildi.
"HUZURA HOS GELDİNİZ! Belek, Romalılardan kalma su terapilerinde de iddialı. Son yıllarda yapılan Wellness-SPA yatınmlunyla sağlık ve güzellik turizmi sektöründe marka olma yolunda, hızla ilerliyor. Güzel bir müzik, hoş kokular ve farklı dekor... Huzura hoş geldiniz. Belek; deniz, doğa, golf turizmi kadar SPA da da iddialı. Turizmin mucizevi adresi Belek. SPA merkezleri ile suyun kullanımından gele",kültürsanat,sağlık,0.9990668892860411,kültürsanat,0.00034518839675,0.9987217008892912,False,Otomatik yönlendirme,Sağlık haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Sağlık haberleri editör masası birimine yönlendirildi.
"17:14 eeri Mustafa Kemal Atatürk Mustafa Kemal Atatürk Türkiye Cumhuriyeti 1. Cumhurbaşkanı Başlangıç 29 Ekim 1923 Bitiş 10 Kasım 1938 sure 15 yıl 12 günv IBAN Doğrulayıcı IBAN Doğrulayıcı, elinizdeki IBAN numaralarının doğruluğundan kolaylıkla emin olmanızı sağlar. Uygulama ile 60 dan fazla ülkede kullanılan IBAN numaralarını doğrulayabilirsiniz. Türkiye ve bazı ülkeler için hesabın hangi bankaya",teknoloji,siyaset,0.9901905059814452,dünya,0.0040041394531726,0.9861863665282726,False,Otomatik yönlendirme,Siyaset haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Siyaset haberleri editör masası birimine yönlendirildi.
"Her bütçeye tNLokum com, yeni yıl sofralarına lezzet katacak paketler hazırladı Her bütçeye ve zevke uygun bu paketler içinde pastırmadan peynir çeşitlerine, lokumdan kuruyemişe pek çok urun bulunuyor Paketlerin fiyatları 49 90 TL ile 99 90 TL arasında değişiyor. çk I",kültürsanat,ekonomi,0.953532338142395,kültürsanat,0.0410823039710521,0.9124500341713428,False,Otomatik yönlendirme,Ekonomi haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Ekonomi haberleri editör masası birimine yönlendirildi.
"Milletvekilleri ile lordlar arasında halat çekme yarışması renkli görüntülere sahne oldı &. 0 1 % LONDRA - Londra da milletvekilleri ile lordlar. halat çekme oyununda birbirleriyle mücadele etti. Tarihi parlamento binasının yanındaki VVestmİnster Katedı .ilinin hahçesinde bu yıl 27 neisi yapılan yarışına, renkli görüntülere sahne oldu. Geleneksel olarak her yıl Parlamentonun üst kanadındaki lordla",kültürsanat,dünya,0.9983307719230652,kültürsanat,0.0007710886420682,0.997559683280997,False,Otomatik yönlendirme,Dünya haberleri editör masası,False,Model tahmine yüksek güven duyuyor ve ikinci tahminle arasındaki fark yeterli. Haber doğrudan Dünya haberleri editör masası birimine yönlendirildi.
