example_type,short_content,true_category,predicted_category,confidence,is_correct
wrong_high_confidence,"Kademeli geçiş İstanbul Kadıköy ün gözde okullarından biri Nurettin Teksan İlköğretim Okulu. 4+4+4 eğitim sistemi resmileşince okul yöneticileri bu okulun ilkokul ve ortaokul olarak aynlmasına karar veriyorlar. Velilerine de bunu açıklıyorlar. Ancak, bu yıla gelince durum değişiyor. Okulun ortaokul olmasına karar veriliyor. Ve velilere okulun 1, 2 ve 3 üncü sınıflarının Kalamış İlköğretim Okuluna nakil edileceği söyleniyor. İşin ilginç yanı nakil yapılacak okul da şimdi tadilatta. Veliler tedirg",siyaset,eğitim,0.99909174,False
correct_high_confidence,"Kart, kulüp m&naj&ri oldu Y; Sarayönü Belediyespor, transferde ilk bombayı idari kısımda patlattı. eşil siyahlılar kulüp menajeri olarak Sarayönü Belediyespor ile özdeşleşmiş isimlerden Niyazi Kart ile anlaştı. Bunun yanı sıra takımın başarılı Teknik Direktörü Ahmet Kök ile de sözleşme yenilendi. Sarayönü Belediyespor da 12 yıl oyuncu olarak, 8 yıl ise teknik direktör olarak görev yapan Niyazi Kart ın, yeşil siyahlı takım ile Kulüp Menajeri olarak anlaşması, kamu oyunca memnuniyetle karşılandı. ",spor,spor,0.9997236,True
correct_high_confidence,"Beşiktaş tan Göztepe ye.. Yeni yönetimle şampiyon olacak bir kadro kurmak için kolları sıvayan Göztepe, ilk transferini Beşiktaşlı Koray Yıldız ı alarak gerçekleştirdi.Sol bek mevkiinde görev yapan, Sancaktepespor ve Kızılcabölükspor da kiralık olarak forma giyen 19 yaşındaki oyuncuyla ön protokol imzalandığı açıklandı. Resmi imzalar önümüzdeki günlerde atılacak İç transferde hareketli günler geçiren Göztepe, Hasan Ali, Alper, Fatih, Ersan, Doğancan Demirci, Berkay, Hasan Türk ile Tunç Murat tan",spor,spor,0.99972314,True
correct_high_confidence,"Cauı i dizfiflii EyfıiıniiiF dG BEKO Basketbol Ligi nde en azından play-off oynayacak bir kadro kurmaya çalışan Ereğlispor, transfere devam ediyor. Ereğli, 2 sezondur Tofaş formasını terleten Can Özcan la anlaşma sağladı. 23 yaşındaki oyuncu son sezonunda Tofaş ta az süreler alarak 1.6 sayı ve 1.2 ribaund ortalamaları tutturdu. Can Özcan, daha önce Trabzon, Alpella ve Darüşşafaka tecrübeleri de yaşamıştı.",spor,spor,0.9997222,True
wrong_high_confidence,"ütraaoDDTp fenm &3 ABD Başkanı Barack Obama,milyarder Başkan aday adayı Donald Trump ın Başkan olamayacağını ve bu görevin ciddi bir görev olduğunu söyledi. California da gerçekleştirilen Asean Ekonomik Zirvesi de konuşan ABD Başkanı Barack Obama, Donal Trump hakkındaki sorulan da yanıtladı. Obama, Trupm ın Başkan olamayacağını düşünüyorum. Çünkü, Amerikan halkına güveniyorum dedi. Obama, başkan aday adaylığı seçimlerine hız veren Trump ın Başkan olamayacağını söyleyerek, Beyaz Saray daki görevi",spor,dünya,0.9984591,False
wrong_high_confidence,"ANLfS M KĞREMCİ ATASÖZLERİ Jtyegün olmak yetmeg, vaktinde ftegün olmak nepek üniversite ortamın iyiyse mutlu, kötüyse dereceyle mezun olursun yeni mezun ERCÜMENT Günlük Mizah Sayfası Ekimiz KAMPÜS ü içfomui ,, . JJ ,,,,i? nt-us u istemeyi Unutmayınız! OBNITOB e Artık hesap ödeme AKILLI BEŞ YILDA MEZUN OLUR, KURNAZ DÖRT Yıl DM vakti gelmişse lokantadan, tuvalete giden bir üniversiteli kalkar OKUL BİTİNCE. OKULUNmasadan! İNEĞİ DE SİNEĞİ DEfe AYNI DÜNYAYA ATILIR! SİR HAFTA İÇİNPf SİZE (?ERİ PÖNÜS Y",spor,eğitim,0.9978934,False
wrong_high_confidence,"Celex Travel, Fransa daki 18 milyon Mağripliye odaklanacak Gelex Travel Genel Muduru Mehmet Bahar, Tunus ve Cezayir den Antalya ve istanbul a yaptıkları operasyonların başarılı geçtiğini belirterek, 2018 için Tunus ve Cezayir in yanı sıra Fransa ve Fas pazarlarına da odaklanacaklarını söyledi. Mehmet Bahar, şöyle konuştu: . Fransa pazarında buyuk oyuncuların hemen hepsi çekildi ve bu pazarda buyuk bir boşluk var. Evet, Türkiye ye karşı Fransızların ilgisizliği var ama unutulan bir konu var: Fran",spor,ekonomi,0.9977003,False
correct_high_confidence,"Epson dan Yeni İş Projektörü: EB-U42 fa m Epson iş yaşamına yönelik projeksiyon çözümlerine bir yenisini daha ekledi. Ofis kullanımı odaklı yeni model EB-U42, hareket denetimi, ekran aynalama ve kablosuz sunum özellikleriyle toplantıların kalitesini yükseltiyor. Full HD VVİ-Fİ yeni model ile 300 ince varan ölçeklenebilir ekranlarda sunum yapmak mümkün. Ekonomik modda kullanıldığında 10.000 saate varan lamba ömrüyle iddialı olan EB-U42 çoklu bağlantı seçenekleriyle mobil cihazlar, dizüstü bilgisa",teknoloji,teknoloji,0.999665,True
correct_high_confidence,"PENTAX Ricoh dan 645Z yeniliği Pentax Ricoh yeni HD PENTAX DA645 28-45mmF4.5ED AW SR mercek modelini duyurdu. PENTAX orta format dijital SLR fotoğraf makineleri ile kullanılmak üzere tasarlanan bu ultra-geniş açılı zoom mercek, PENTAX 645 değiştirilebilir mercek serisinin en yeni üyesi. 35 mm formatında 22mm den 35.5 mm ye kadar odak mesafesi sağlayan mercek, dijital görüntüleme için özel olarak tasarlandı.",teknoloji,teknoloji,0.99966455,True
correct_high_confidence,"En ince projektör Epson, dünyanın en ince 3LCD projektörü olarak nitelendirdiği EB-1700 serisini tanıttı. 4.4 cm yüksekliğe ve 1,7 kg ağırlığa sahip olan projektörler yamuk bir duvara dahi düz görüntü yansıtabiliyor. Cihazlar aynı zamanda HD görüntü kalitesine de sahip ve 4 bilgisayara kadar Wi-Fi bağlantısı kurabiliyor. EB-1700 serisi, Epson a özel üçü birarada arada USB görüntüleme birimi sayesinde, sunum yapılırken ses ve görüntü oynatabiliyor.",teknoloji,teknoloji,0.9996642,True
wrong_high_confidence,"Yeni nesil hava gemileri üç boyutlu teknolojilerle tasarlanıyor... Aeros, Engineered to Fly çözümüyle üç boyut deneyimini yaşıyor. Bu çözüm, yeni nesil hava araçlarını pazara sunmak için gerekli olan tasarım işbirliğini gerçekleştirmeyi kolaylaştırıyor... Dünyanın en büyükyazılım şirketlerinden biri olan 3DEXPERIENCE Şirketi Dassault Systemes, 3DEXPERIENCE platformunun önde gelen bir uçak üretim şirketi olan Aeros tarafından, şirketin amiral gemisi ve dünyanın ilk kargo hava gemisi olan Aeroscra",teknoloji,gündem,0.9995441,False
wrong_high_confidence,"Vücudunuzu Panasonic ile dinleyin Panasonic, üst koldan tansiyon ölçen EVV3106 ile bilekten tansiyon ölçen EVV3006 modellerini piyasaya sundu. Sağlıklı bir yaşam ise vücudunuzu iyi dinleyip ona göre davranmaktan geçiyor. Kullanımı kolay ve pratik olan Panasonic tansiyon aletleri ile tansiyonunuzu ölçmeyi günlük bir alışkanlık haline getirin ve sağlıklı hayatın tadını çıkarın. Türkiye kişisel bakım ürünleri pazarına yeni giriş yapan Panasonic, kadın ve erkeklere özel sunduğu kişisel bakım ürünler",teknoloji,sağlık,0.9994129,False
wrong_high_confidence,"Kullananlar Miele den vazgeçemiyor Türkiye Miele Profesyonel Satış Müdürü Cem Otlu, 113 yıllık Alman devi Miele nin tüm Dünya da endüstriyel çamaşırhane ve bulaşık makineleri sektöründe tartışmasız çok iyi bk noktada olduğunu, aym başanyı Türkiye de de çok hızk bk şekilde yakalamayı planladıklarını söyledi. Türkiye pazarında kendilerini daha çok göstereceklerini vurgulayan Otlu, Kendimizi çok daha aktif bk şekilde Türkiye pazarında göstereceğiz. İşletme makyeüerini minimum seviyelere düşürmek is",teknoloji,ekonomi,0.99919623,False
